Title,Price,DateTime
"Python Data Science Handbook: Essential Tools for Working with Data, Second Edition (Grayscale Indian Edition)
            
            (Paperback, Jake VanderPlas)","₹1,750",2024-10-15
"Python Data Science Handbook: Essential Tools for Working with Data, Second Edition (Grayscale Indian Edition)
            
            (Paperback, Jake VanderPlas)","₹1,750",2024-10-15
